name,country,industry,revenue,revenue_musd,cost_musd,margin_pct,employee_count,co2_emissions,total_emissions,water_usage,waste_generated,renewable_energy_percent,injury_rate,training_hours,living_wage_ratio,gender_diversity_percent,board_diversity,board_independence,transparency_score,anti_corruption_policy,delivery_efficiency,energy_efficiency,waste_management_score,pollution_control,community_engagement,worker_safety,diversity_inclusion_score,supplier_diversity,traceability,quality_control_score,wage_fairness,human_rights_index,geopolitical_risk,climate_risk,labor_dispute_risk,corruption_risk,ethics_program,compliance_systems,risk_factor,risk_penalty,ethical_score,environmental_score,social_score,governance_score,risk_level,composite_score,finalScore,completeness_ratio
Modern Energy International Inc.,South Korea,Manufacturing,152.3,152.3,111.9,26.5,413,118808,118808,32133,1350,40.1,0.39,20.2,1.46,32.2,52.6,76.6,76.6,true,0.74,0.64,0.81,0.51,0.73,0.87,0.81,0.63,0.81,0.95,0.88,0.68,0.48,0.31,0.39,0.23,0.67,0.76,0.39,,80.7,72,90.3,82.7,medium,80.7,80.7,0.81
Premium Automotive Partners LLC,Germany,Textiles & Apparel,2982.7,2982.7,2195.3,26.4,7095,104153,104153,32290,607,40.6,1.62,49.4,1.13,33.7,55.1,77.7,51.3,false,0.7,0.81,0.88,0.86,0.74,0.51,0.71,0.86,0.76,0.93,0.56,0.56,0.18,0.39,0.26,0.47,0.61,0.81,0.28,,71.9,82.2,70.7,59.3,low,71.9,71.9,0.81
Innovative Manufacturing Systems Ltd.,Japan,Automotive,1010.2,1010.2,834.4,17.4,2922,176823,176823,58432,2332,39.6,2.44,16.3,0.94,41.3,27.9,66.1,84.1,true,0.88,0.81,0.92,0.74,0.54,0.51,0.81,0.5,0.55,0.71,0.77,0.56,0.45,0.31,0.34,0.28,0.9,0.62,0.37,,69.6,71.9,56.2,80.1,medium,69.6,69.6,0.81
Innovative Automotive Corp Ltd.,United States,Electronics,3778,3778,3241.5,14.2,22770,147736,147736,43853,932,45.2,1.96,43.7,1.12,41.6,44.3,45.7,66.1,false,0.61,0.41,0.53,0.82,0.44,0.55,0.58,0.75,0.95,0.75,0.65,0.89,0.37,0.23,0.31,0.58,0.85,0.58,0.3,,68.5,83.6,61.3,55.7,medium,68.5,68.5,0.81
Next Pharmaceuticals Manufacturing Co.,China,Automotive,2244.4,2244.4,1975.1,12,15899,140856,140856,52406,2261,31.4,2.2,30.6,1.37,49.2,54.7,70.9,54.4,false,0.85,0.49,0.57,0.47,0.82,0.91,0.56,0.45,0.77,0.54,0.58,0.75,0.57,0.43,0.27,0.35,0.84,0.88,0.42,,73.8,79.4,75.3,64.7,medium,73.8,73.8,0.81
Advanced Energy Solutions,South Korea,Pharmaceuticals,209,209,147.1,29.6,604,101312,101312,20462,504,68.4,1.7,39.5,0.8,44.8,20.4,49.6,52.7,true,0.66,0.6,0.62,0.48,0.88,0.53,0.49,0.67,0.87,0.92,0.82,0.69,0.22,0.33,0.29,0.26,0.74,0.52,0.28,,70.3,80.5,62.1,65,low,70.3,70.3,0.81
Superior Technology Partners,France,Technology,2069.1,2069.1,1384.2,33.1,4738,44406,44406,29253,615,68.7,2.02,20.7,1.17,30.3,30.3,73.6,71.2,true,0.82,0.53,0.91,0.48,0.79,0.78,0.85,0.74,0.75,0.6,0.74,0.62,0.3,0.19,0.18,0.51,0.59,0.94,0.22,,79.6,90.6,68.4,76.2,low,79.6,79.6,0.81
Pro Energy Technologies Co.,United Kingdom,Electronics,2417.5,2417.5,2132.2,11.8,6259,174847,174847,28134,1193,46.4,0.51,45.4,1.38,34.7,34.7,42.6,89.8,true,0.67,0.84,0.92,0.53,0.64,0.77,0.72,0.73,0.76,0.67,0.94,0.72,0.17,0.26,0.18,0.51,0.63,0.5,0.2,,81.5,83.9,88.7,70.9,low,81.5,81.5,0.81
Future Chemicals Inc LLC,Japan,Energy,3739.3,3739.3,3313,11.4,29662,330279,330279,102754,2983,47.1,0.87,34.6,1.39,34.5,42.4,74.1,62.9,false,0.66,0.54,0.45,0.67,0.5,0.66,0.59,0.67,0.82,0.76,0.63,0.72,0.3,0.45,0.32,0.33,0.66,0.95,0.36,,76.1,84.1,77.4,64.1,medium,76.1,76.1,0.81
Sustainable Automotive Inc Ltd.,Canada,Textiles & Apparel,1352.9,1352.9,929.4,31.3,4798,99780,99780,23129,1131,18.2,0.34,10.8,1.14,53.3,32.4,44.5,83.4,false,0.63,0.57,0.58,0.69,0.86,0.52,0.63,0.78,0.81,0.94,0.51,0.55,0.29,0.49,0.17,0.23,0.58,0.67,0.32,,71.7,75.5,79.7,58.8,medium,71.7,71.7,0.81
Elite Food & Beverage Network,France,Energy,1336.7,1336.7,1025.2,23.3,6258,233913,233913,93163,2924,54,2.43,28.4,0.85,21.7,34.7,51.8,62.7,false,0.9,0.52,0.91,0.55,0.61,0.73,0.53,0.74,0.83,0.53,0.67,0.52,0.39,0.21,0.12,0.43,0.84,0.77,0.24,,64.2,76.2,54,58.5,low,64.2,64.2,0.81
Elite Manufacturing Solutions LLC,India,Chemicals,795.6,795.6,600.7,24.5,1638,183808,183808,34276,2603,6.2,0.42,13.9,1.39,27.1,49.5,72.5,84.4,true,0.79,0.46,0.77,0.92,0.67,0.72,0.87,0.6,0.71,0.87,0.94,0.71,0.3,0.34,0.44,0.51,0.93,0.67,0.36,,75,61.9,84.3,83.3,medium,75,75,0.81
Superior Electronics Group Ltd.,Japan,Manufacturing,4790.4,4790.4,3698.2,22.8,31643,173417,173417,40797,899,38.1,1.88,16.7,1.32,31,31.5,54.8,82.1,true,0.78,0.94,0.62,0.64,0.64,0.91,0.48,0.43,0.81,0.56,0.79,0.76,0.21,0.46,0.15,0.32,0.64,0.51,0.27,,74.1,81.4,66,72.5,low,74.1,74.1,0.81
Superior Pharmaceuticals Industries Ltd.,China,Construction,3156.1,3156.1,2524.9,20,19815,124368,124368,43691,1083,20.2,0.3,43.9,0.93,40.9,42.2,71.7,80.1,true,0.88,0.6,0.55,0.68,0.62,0.67,0.44,0.78,0.64,0.91,0.73,0.75,0.6,0.54,0.4,0.45,0.85,0.9,0.51,15,63.5,76.1,76.5,83.9,high,78.5,63.5,0.81
Innovative Pharmaceuticals Industries Inc.,South Korea,Manufacturing,3273.4,3273.4,3099.9,5.3,23400,218427,218427,56646,1221,22.9,1.14,40.7,1.37,31.4,43.8,43.8,79.3,false,0.7,0.78,0.59,0.46,0.69,0.67,0.79,0.74,0.76,0.83,0.62,0.63,0.47,0.4,0.27,0.57,0.78,0.78,0.38,,73.3,76.9,81.1,60.7,medium,73.3,73.3,0.81
Superior Energy Technologies LLC,United States,Pharmaceuticals,1867.4,1867.4,1611.6,13.7,11909,121196,121196,27870,981,49.7,1.08,36.6,1.27,52.9,36.6,77.1,57.5,true,0.83,0.48,0.61,0.67,0.53,0.92,0.46,0.57,0.73,0.53,0.64,0.51,0.12,0.48,0.27,0.57,0.61,0.86,0.29,,79.3,84.9,78.5,72.8,low,79.3,79.3,0.81
Modern Automotive Solutions Ltd.,Japan,Electronics,4799.4,4799.4,3906.7,18.6,35085,157017,157017,40416,1192,59.2,1.56,34.6,0.88,46.2,56.6,48.8,55.5,true,0.7,0.67,0.72,0.53,0.84,0.85,0.73,0.8,0.62,0.81,0.73,0.75,0.2,0.49,0.28,0.59,0.53,0.62,0.32,,76.6,87.8,72.1,66,medium,76.6,76.6,0.81
Modern Automotive Technologies Co.,United States,Construction,1004.7,1004.7,672.1,33.1,4899,110116,110116,50210,1391,44.1,1.53,18.8,0.92,34.5,54.5,52.6,70.2,true,0.84,0.63,0.9,0.45,0.75,0.66,0.65,0.64,0.53,0.87,0.5,0.51,0.38,0.34,0.18,0.56,0.91,0.67,0.3,,71.2,73.2,62.9,76.7,medium,71.2,71.2,0.81
Elite Manufacturing Inc Ltd.,Canada,Food & Beverage,743.8,743.8,660.5,11.2,4750,132113,132113,47602,1798,24.6,2.04,23.6,1.38,37.2,21.7,41.1,60.6,true,0.85,0.92,0.88,0.48,0.63,0.86,0.57,0.78,0.85,0.73,0.69,0.78,0.33,0.42,0.28,0.28,0.5,0.7,0.34,,67,67.4,68.8,64.8,medium,67,67,0.81
Ultra Construction Services Co.,Japan,Automotive,2584.1,2584.1,2330.9,9.8,8315,232537,232537,78938,2812,30,0.58,30.2,1.32,26.3,58.2,51.3,68.6,true,0.79,0.89,0.92,0.66,0.83,0.8,0.81,0.51,0.87,0.59,0.75,0.51,0.28,0.5,0.34,0.54,0.7,0.53,0.37,,79.2,79,87.2,71.6,medium,79.2,79.2,0.81
Modern Food & Beverage Corp Co.,India,Electronics,747.2,747.2,646.3,13.5,2076,163546,163546,32814,1486,54.5,1.82,32.9,1.1,23.9,40,79.1,50.4,false,0.87,0.81,0.57,0.84,0.77,0.6,0.88,0.42,0.7,0.86,0.93,0.88,0.48,0.51,0.28,0.53,0.71,0.69,0.42,,67.7,76.4,67.7,56.2,medium,67.7,67.7,0.81
Innovative Automotive Inc,Singapore,Construction,3394.7,3394.7,2440.8,28.1,18483,94047,94047,30352,1909,22.5,2.22,14.5,0.83,43.2,58.9,74.2,77.7,true,0.85,0.6,0.74,0.5,0.6,0.89,0.77,0.56,0.68,0.62,0.58,0.57,0.2,0.29,0.18,0.51,0.56,0.9,0.22,,73,76.8,59.9,81.2,low,73,73,0.81
Prime Manufacturing Corp,United Kingdom,Manufacturing,2369,2369,1942.6,18,18301,203143,203143,57115,928,55.1,0.39,36.9,1.07,22.6,31.8,54.7,72.6,true,0.64,0.68,0.58,0.95,0.41,0.73,0.46,0.67,0.59,0.5,0.68,0.84,0.28,0.26,0.24,0.54,0.91,0.65,0.26,,78.5,86.5,72.3,74.1,low,78.5,78.5,0.81
Green Textiles & Apparel Limited Inc.,Singapore,Energy,4993.5,4993.5,3455.5,30.8,37045,254082,254082,85500,3083,32.5,1.68,22.3,1.32,49,48.2,58,68,true,0.94,0.5,0.94,0.71,0.66,0.73,0.83,0.76,0.54,0.88,0.6,0.62,0.18,0.44,0.22,0.5,0.76,0.76,0.28,,77,79.8,74.7,75.7,low,77,77,0.81
Sustainable Textiles & Apparel Limited Ltd.,China,Manufacturing,4801.7,4801.7,4086.2,14.9,17426,160435,160435,42456,1788,14.2,0.44,38.5,1.04,34.2,51.9,48.2,74.8,true,0.87,0.86,0.56,0.51,0.7,0.92,0.85,0.9,0.85,0.86,0.76,0.56,0.56,0.37,0.34,0.21,0.54,0.75,0.42,,78.4,74.3,86.3,76,medium,78.4,78.4,0.81
Global Construction Systems Ltd.,India,Energy,4004.8,4004.8,2891.5,27.8,15399,388189,388189,98068,3444,75.3,0.55,17.9,1.5,43.3,58.9,58.5,64.5,true,0.85,0.85,0.82,0.51,0.48,0.57,0.6,0.53,0.8,0.7,0.91,0.59,0.52,0.53,0.33,0.48,0.64,0.62,0.46,,82.7,92.6,79.3,72.8,medium,82.7,82.7,0.81
Next Automotive Technologies Corp.,China,Food & Beverage,1971.6,1971.6,1348.6,31.6,12988,112303,112303,66033,1564,48.1,1.8,18.3,1.14,52.4,51.6,71.9,72.6,false,0.84,0.65,0.44,0.55,0.72,0.82,0.51,0.59,0.68,0.53,0.78,0.94,0.58,0.35,0.39,0.55,0.79,0.76,0.44,,73.2,84.4,67.1,64.4,medium,73.2,73.2,0.81
Superior Construction Corp LLC,France,Textiles & Apparel,3740.9,3740.9,3449.1,7.8,24846,66752,66752,42477,1123,39.8,2.28,19.2,0.89,43.4,38.1,47.3,68,false,0.62,0.6,0.43,0.45,0.68,0.75,0.44,0.82,0.7,0.7,0.79,0.66,0.34,0.39,0.27,0.38,0.73,0.61,0.33,,66.5,81.9,56.2,56.1,medium,66.5,66.5,0.81
Innovative Pharmaceuticals Limited LLC,Germany,Food & Beverage,1321.5,1321.5,1095.5,17.1,6961,103520,103520,65894,1934,22.7,1.62,30.3,1.47,51.7,38.3,60.4,63.8,true,0.9,0.61,0.88,0.73,0.69,0.74,0.84,0.4,0.73,0.65,0.92,0.55,0.21,0.39,0.18,0.57,0.58,0.54,0.26,,75.1,76.8,81.1,66.9,low,75.1,75.1,0.81
Sustainable Construction Solutions Inc.,South Korea,Technology,2440.7,2440.7,2062.4,15.5,17108,58429,58429,14894,732,66,1.42,12.7,1.31,31.6,30.1,75,63.6,true,0.86,0.63,0.6,0.43,0.49,0.67,0.51,0.89,0.94,0.84,0.73,0.52,0.27,0.21,0.19,0.53,0.54,0.61,0.22,,75.8,89.8,64.3,68.6,low,75.8,75.8,0.81
Global Pharmaceuticals Services Ltd.,Canada,Chemicals,225.6,225.6,206.9,8.3,1478,138492,138492,34768,2260,6.1,2.04,11.7,1.27,22.4,55.2,62.6,73,true,0.64,0.41,0.78,0.69,0.48,0.57,0.88,0.88,0.69,0.84,0.86,0.66,0.32,0.3,0.16,0.24,0.65,0.5,0.26,,65.5,61.8,60.1,75.8,low,65.5,65.5,0.81
Ultra Chemicals Technologies Inc.,Singapore,Food & Beverage,2594.3,2594.3,2345.2,9.6,18698,93837,93837,53834,1759,47.3,0.57,44.5,0.95,53.5,31.8,46.9,77,true,0.93,0.61,0.52,0.73,0.77,0.85,0.41,0.42,0.78,0.7,0.78,0.75,0.19,0.32,0.15,0.34,0.5,0.78,0.22,,79.4,84.2,80.7,71.9,low,79.4,79.4,0.81
Advanced Chemicals Corp Corp.,Germany,Construction,4300.1,4300.1,3233.7,24.8,27956,142184,142184,30988,1177,7.6,0.36,14.2,0.83,21.9,53.4,40.6,71.7,true,0.92,0.81,0.51,0.72,0.78,0.69,0.83,0.85,0.87,0.75,0.75,0.5,0.25,0.18,0.2,0.28,0.84,0.72,0.21,,74.3,72.3,73.6,77.6,low,74.3,74.3,0.81
